p,propLabel,eff
http://www.wikidata.org/prop/direct/P9855,Edizioni Ares author ID,2
http://www.wikidata.org/prop/direct/P9929,madhhab,2
http://www.wikidata.org/prop/direct/P9952,Gente di Tuscia ID,2
http://www.wikidata.org/prop/direct/P10017,Treccani's Dizionario delle Scienze Fisiche ID,2
http://www.wikidata.org/prop/direct/P10097,7 Days person ID,2
http://www.wikidata.org/prop/direct/P10325,Japanese Canadian Artists Directory ID,2
http://www.wikidata.org/prop/direct/P10428,parliament.uk member ID,2
http://www.wikidata.org/prop/direct/P10531,Encyclopedia of Transbaikalia person ID,2
http://www.wikidata.org/prop/direct/P10618,Salzburger Literatur Netz ID,2
http://www.wikidata.org/prop/direct/P10660,C-SPAN person numeric ID,2
http://www.wikidata.org/prop/direct/P10670,Musik und Gender im Internet ID,2
http://www.wikidata.org/prop/direct/P10668,HuijiWiki article ID,2
http://www.wikidata.org/prop/direct/P10722,French Inspector General for Education (1802-1914) ID,2
http://www.wikidata.org/prop/direct/P10874,gov.uk person ID,2
http://www.wikidata.org/prop/direct/P11003,Scinapse author ID,2
http://www.wikidata.org/prop/direct/P11128,SA Parliament member ID,2
http://www.wikidata.org/prop/direct/P11129,C64-Wiki ID,2
http://www.wikidata.org/prop/direct/P11343,The Israeli Opera person ID (heb),2
http://www.wikidata.org/prop/direct/P11500,United States House of Representatives ID,2
http://www.wikidata.org/prop/direct/P11549,WW1 fallen/missing soldier ID (MHA),2
http://www.wikidata.org/prop/direct/P11730,Warsaw Uprising insurgent ID,2
http://www.wikidata.org/prop/direct/P11827,documenta archiv ID,2
http://www.wikidata.org/prop/direct/P11835,Numista ruling authority ID,2
http://www.wikidata.org/prop/direct/P11947,Lemmy community ID,2
http://www.wikidata.org/prop/direct/P12009,FantLab translator ID,2
http://www.wikidata.org/prop/direct/P12051,National Library of Albania ID,2
http://www.wikidata.org/prop/direct/P12076,Nordic Women in Film-ID,2
http://www.wikidata.org/prop/direct/P12141,Fondazione Fiera ID,2
http://www.wikidata.org/prop/direct/P12412,Lobbypedia ID,2
http://www.wikidata.org/prop/direct/P12534,Singapore Infopedia ID,2
http://www.wikidata.org/prop/direct/P12596,museum-digital tag ID,2
http://www.wikidata.org/prop/direct/P13140,Sage Social Science Thesaurus ID,2
http://www.wikidata.org/prop/direct/P13204,Wellcome Collection concept ID,2
http://www.wikidata.org/prop/direct/P13254,Islamic Philosophy ID,2
http://www.wikidata.org/prop/direct/P13317,The New Yorker topic ID,2
http://www.wikidata.org/prop/direct/P131,located in the administrative territorial entity,1
http://www.wikidata.org/prop/direct/P154,logo image,1
http://www.wikidata.org/prop/direct/P496,ORCID iD,1
http://www.wikidata.org/prop/direct/P536,ATP player ID,1
http://www.wikidata.org/prop/direct/P599,ITF player ID before 2020 (archived),1
http://www.wikidata.org/prop/direct/P608,exhibition history,1
http://www.wikidata.org/prop/direct/P655,translator,1
http://www.wikidata.org/prop/direct/P698,PubMed publication ID,1
http://www.wikidata.org/prop/direct/P710,participant,1
http://www.wikidata.org/prop/direct/P708,diocese,1
http://www.wikidata.org/prop/direct/P791,ISIL,1
http://www.wikidata.org/prop/direct/P805,statement is subject of,1
http://www.wikidata.org/prop/direct/P886,Lexicon istoric retic ID,1
http://www.wikidata.org/prop/direct/P932,PMC publication ID,1
http://www.wikidata.org/prop/direct/P1027,conferred by,1
http://www.wikidata.org/prop/direct/P1037,director / manager,1
http://www.wikidata.org/prop/direct/P1049,worshipped by,1
http://www.wikidata.org/prop/direct/P1253,BCU Ecrivainsvd ID,1
http://www.wikidata.org/prop/direct/P1365,replaces,1
http://www.wikidata.org/prop/direct/P1433,published in,1
http://www.wikidata.org/prop/direct/P1614,History of Parliament ID,1
http://www.wikidata.org/prop/direct/P1651,YouTube video ID,1
http://www.wikidata.org/prop/direct/P1736,Information Center for Israeli Art artist ID,1
http://www.wikidata.org/prop/direct/P1750,name day,1
http://www.wikidata.org/prop/direct/P1785,temple name,1
http://www.wikidata.org/prop/direct/P1802,Early Modern Letters Online person ID,1
http://www.wikidata.org/prop/direct/P1840,investigated by,1
http://www.wikidata.org/prop/direct/P2002,X (Twitter) username,1
http://www.wikidata.org/prop/direct/P2003,Instagram username,1
http://www.wikidata.org/prop/direct/P2000,CPDL ID,1
http://www.wikidata.org/prop/direct/P2014,Museum of Modern Art work ID,1
http://www.wikidata.org/prop/direct/P2034,Project Gutenberg ebook ID,1
http://www.wikidata.org/prop/direct/P2067,mass,1
http://www.wikidata.org/prop/direct/P2182,Finnish Ministers database ID (archived),1
http://www.wikidata.org/prop/direct/P2179,ACM Classification Code (2012),1
http://www.wikidata.org/prop/direct/P2194,PSS-archi architect ID,1
http://www.wikidata.org/prop/direct/P2210,relative to,1
http://www.wikidata.org/prop/direct/P2338,Musopen composer ID,1
http://www.wikidata.org/prop/direct/P2360,intended public,1
http://www.wikidata.org/prop/direct/P2382,Chemins de mémoire ID,1
http://www.wikidata.org/prop/direct/P2390,Ballotpedia ID,1
http://www.wikidata.org/prop/direct/P2432,J. Paul Getty Museum agent DOR ID (old),1
http://www.wikidata.org/prop/direct/P2453,nominee,1
http://www.wikidata.org/prop/direct/P2522,competition won,1
http://www.wikidata.org/prop/direct/P2697,ESPNcricinfo.com player ID,1
http://www.wikidata.org/prop/direct/P2770,source of income,1
http://www.wikidata.org/prop/direct/P2789,connects with,1
http://www.wikidata.org/prop/direct/P2860,cites work,1
http://www.wikidata.org/prop/direct/P2950,Nomisma ID,1
http://www.wikidata.org/prop/direct/P2962,title of chess person,1
http://www.wikidata.org/prop/direct/P3023,Legacies of British Slave-ownership person ID,1
http://www.wikidata.org/prop/direct/P3040,SoundCloud ID,1
http://www.wikidata.org/prop/direct/P3072,Storting person ID,1
http://www.wikidata.org/prop/direct/P3124,Polish scientist ID,1
http://www.wikidata.org/prop/direct/P3160,Minnesota legislator ID,1
http://www.wikidata.org/prop/direct/P3191,IMIS person ID,1
http://www.wikidata.org/prop/direct/P3346,HKMDB person ID,1
http://www.wikidata.org/prop/direct/P3390,NLB authority ID (Belarus),1
http://www.wikidata.org/prop/direct/P3502,Ameblo username,1
http://www.wikidata.org/prop/direct/P3505,BoardGameGeek designer ID,1
http://www.wikidata.org/prop/direct/P3680,statement supported by,1
http://www.wikidata.org/prop/direct/P3821,Bangla Movie Database ID,1
http://www.wikidata.org/prop/direct/P3867,Israel Chess Federation player ID,1
http://www.wikidata.org/prop/direct/P3884,Tilastopaja male athlete ID,1
http://www.wikidata.org/prop/direct/P3889,Swiss Federal Archives ID,1
http://www.wikidata.org/prop/direct/P3925,Track and Field Statistics male athlete ID,1
http://www.wikidata.org/prop/direct/P3938,named by,1
http://www.wikidata.org/prop/direct/P4026,Cullum number,1
http://www.wikidata.org/prop/direct/P4062,Czech Olympic Committee athlete ID,1
http://www.wikidata.org/prop/direct/P4108,GEDBAS genealogy person ID,1
http://www.wikidata.org/prop/direct/P4206,FOIH person ID,1
http://www.wikidata.org/prop/direct/P4292,possessed by spirit,1
http://www.wikidata.org/prop/direct/P4332,Deutsche Synchronkartei actor ID,1
http://www.wikidata.org/prop/direct/P4407,Opera Vivra singer ID,1
http://www.wikidata.org/prop/direct/P4415,Sport Australia Hall of Fame inductee ID,1
http://www.wikidata.org/prop/direct/P4426,Y-DNA Haplogroup,1
http://www.wikidata.org/prop/direct/P4434,LesBiographies.com ID,1
http://www.wikidata.org/prop/direct/P4444,reward,1
http://www.wikidata.org/prop/direct/P4474,International Boxing Hall of Fame boxer ID,1
http://www.wikidata.org/prop/direct/P4562,Japanese Baseball Hall of Fame ID,1
http://www.wikidata.org/prop/direct/P4576,Tidal artist ID,1
http://www.wikidata.org/prop/direct/P4640,spherical panorama image,1
http://www.wikidata.org/prop/direct/P4716,Académie des Inscriptions et Belles-Lettres member ID,1
http://www.wikidata.org/prop/direct/P4821,Cour des comptes magistrate ID,1
http://www.wikidata.org/prop/direct/P4891,Patrons de France ID,1
http://www.wikidata.org/prop/direct/P4944,Premiers préfets ID,1
http://www.wikidata.org/prop/direct/P5004,in opposition to,1
http://www.wikidata.org/prop/direct/P5081,Norsk kunstnerleksikon ID,1
http://www.wikidata.org/prop/direct/P5096,member of the crew of,1
http://www.wikidata.org/prop/direct/P5154,KKBox artist ID,1
http://www.wikidata.org/prop/direct/P5225,Argentine biography deputy ID,1
http://www.wikidata.org/prop/direct/P5308,Dictionary of Scottish Architects ID,1
http://www.wikidata.org/prop/direct/P5362,Académie des sciences morales et politiques member ID,1
http://www.wikidata.org/prop/direct/P5394,Poets & Writers author ID,1
http://www.wikidata.org/prop/direct/P5393,cipM poet ID,1
http://www.wikidata.org/prop/direct/P5413,Ricochet author ID,1
http://www.wikidata.org/prop/direct/P5513,Enciclopèdia de l'Esport Català ID,1
http://www.wikidata.org/prop/direct/P5556,KLEKs ID,1
http://www.wikidata.org/prop/direct/P5616,Comédie-Française ID,1
http://www.wikidata.org/prop/direct/P5719,National Medal of Arts winner ID,1
http://www.wikidata.org/prop/direct/P5717,TPA person ID,1
http://www.wikidata.org/prop/direct/P5749,Amazon Standard Identification Number,1
http://www.wikidata.org/prop/direct/P5745,Pacific Coast Architecture Database person ID,1
http://www.wikidata.org/prop/direct/P5770,Animator.ru person ID,1
http://www.wikidata.org/prop/direct/P5871,Norwegian war refugees register ID,1
http://www.wikidata.org/prop/direct/P6009,Techopedia ID,1
http://www.wikidata.org/prop/direct/P6016,Tennessee Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P6192,Hembygdsportalen ID,1
http://www.wikidata.org/prop/direct/P6276,Amazon Music artist ID,1
http://www.wikidata.org/prop/direct/P6277,Objectif Gard topic ID,1
http://www.wikidata.org/prop/direct/P6303,Swedish Anbytarforum ID,1
http://www.wikidata.org/prop/direct/P6334,Agence photo RMN package ID,1
http://www.wikidata.org/prop/direct/P6328,Politika topic ID,1
http://www.wikidata.org/prop/direct/P6479,IEEE Xplore author ID,1
http://www.wikidata.org/prop/direct/P6556,SICRIS researcher ID,1
http://www.wikidata.org/prop/direct/P6579,National Book Foundation author ID,1
http://www.wikidata.org/prop/direct/P6605,Plant Illustrations artist ID,1
http://www.wikidata.org/prop/direct/P6616,Library of Parliament of Canada person ID,1
http://www.wikidata.org/prop/direct/P6713,Australian War Memorial ID,1
http://www.wikidata.org/prop/direct/P6760,Know Your Meme numeric ID,1
http://www.wikidata.org/prop/direct/P6772,Buddhist Author Authority Database ID,1
http://www.wikidata.org/prop/direct/P6917,Historical Archives of the European Union ID,1
http://www.wikidata.org/prop/direct/P6934,Syriac Biographical Dictionary ID,1
http://www.wikidata.org/prop/direct/P6960,IMVDb artist ID,1
http://www.wikidata.org/prop/direct/P7032,Repertorium van ambtsdragers en ambtenaren ID,1
http://www.wikidata.org/prop/direct/P7071,Qobuz artist ID,1
http://www.wikidata.org/prop/direct/P7077,Paris Foreign Missions Society ID,1
http://www.wikidata.org/prop/direct/P7109,Acharts.co artist ID,1
http://www.wikidata.org/prop/direct/P7154,Empik author ID,1
http://www.wikidata.org/prop/direct/P7303,Grammy Awards artist ID,1
http://www.wikidata.org/prop/direct/P7425,Rotterdam City Archives actor ID,1
http://www.wikidata.org/prop/direct/P7439,FantLab work ID,1
http://www.wikidata.org/prop/direct/P7457,creator's signature,1
http://www.wikidata.org/prop/direct/P7485,Kinematoscope writer ID,1
http://www.wikidata.org/prop/direct/P7522,SK cinema authority ID,1
http://www.wikidata.org/prop/direct/P7627,Artsdata.ca ID,1
http://www.wikidata.org/prop/direct/P7624,YVNG ID,1
http://www.wikidata.org/prop/direct/P7663,Scienza a due voci ID,1
http://www.wikidata.org/prop/direct/P7680,Colorado Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P7689,Online Nevada Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P7738,EEPS ID,1
http://www.wikidata.org/prop/direct/P7837,Nederlands Fotomuseum photographer ID,1
http://www.wikidata.org/prop/direct/P7935,Corpus Corporum author ID,1
http://www.wikidata.org/prop/direct/P7950,Marvel Comics creators ID,1
http://www.wikidata.org/prop/direct/P7977,AncientFaces person ID,1
http://www.wikidata.org/prop/direct/P7996,EH.Net Encyclopedia of Economic and Business History ID,1
http://www.wikidata.org/prop/direct/P8037,Filmfront person ID (archived),1
http://www.wikidata.org/prop/direct/P8098,Biographical Dictionary of Architects in Canada 1800-1950 ID,1
http://www.wikidata.org/prop/direct/P8136,Il Sole 24 Ore topic ID,1
http://www.wikidata.org/prop/direct/P8144,Ternopil Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P8156,NKAA ID,1
http://www.wikidata.org/prop/direct/P8233,Augustins de l'Assomption ID,1
http://www.wikidata.org/prop/direct/P8269,Norwegian prisoner register person ID,1
http://www.wikidata.org/prop/direct/P8373,Encyclopedia Tatarica (tt) Online ID,1
http://www.wikidata.org/prop/direct/P8413,academic appointment,1
http://www.wikidata.org/prop/direct/P8439,SAH Archipedia architect ID,1
http://www.wikidata.org/prop/direct/P8434,Artprice artist ID,1
http://www.wikidata.org/prop/direct/P8500,Vietnamese middle name,1
http://www.wikidata.org/prop/direct/P8511,Fototeka person ID,1
http://www.wikidata.org/prop/direct/P8557,edukado.net Panteono ID,1
http://www.wikidata.org/prop/direct/P8578,TracesOfWar person ID,1
http://www.wikidata.org/prop/direct/P8577,ICP artist ID,1
http://www.wikidata.org/prop/direct/P8585,FIPRESCI person ID,1
http://www.wikidata.org/prop/direct/P8618,ITF player ID 2020,1
http://www.wikidata.org/prop/direct/P8631,Canadian Women Artists History Initiative ID,1
http://www.wikidata.org/prop/direct/P8638,British and Irish Furniture Makers Online ID,1
http://www.wikidata.org/prop/direct/P8696,Directory of Belgian Photographers ID,1
http://www.wikidata.org/prop/direct/P8721,AWMDB performer ID,1
http://www.wikidata.org/prop/direct/P8730,National Park Service people ID,1
http://www.wikidata.org/prop/direct/P8950,Dizionario degli artisti ID,1
http://www.wikidata.org/prop/direct/P8995,Lumières.Lausanne ID,1
http://www.wikidata.org/prop/direct/P9102,CineFanRo person ID,1
http://www.wikidata.org/prop/direct/P9336,Das wissenschaftliche Bibellexikon im Internet ID,1
http://www.wikidata.org/prop/direct/P9375,Sociologická encyklopedie ID,1
http://www.wikidata.org/prop/direct/P9392,Tschechische Theaterenzyklopädie ID,1
http://www.wikidata.org/prop/direct/P9407,Polignosi ID,1
http://www.wikidata.org/prop/direct/P9452,Brapci author ID,1
http://www.wikidata.org/prop/direct/P9467,IAU member ID (archived),1
http://www.wikidata.org/prop/direct/P9624,Price One Penny publisher ID,1
http://www.wikidata.org/prop/direct/P9660,not found in,1
http://www.wikidata.org/prop/direct/P9715,Room of Names ID,1
http://www.wikidata.org/prop/direct/P9805,Mapping the Lives ID,1
http://www.wikidata.org/prop/direct/P9878,Encyclopaedia of Islam (first edition) ID,1
http://www.wikidata.org/prop/direct/P9919,Convict Records of Australia ID,1
http://www.wikidata.org/prop/direct/P9938,Densho Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P9996,Chi era Costui plaque ID,1
http://www.wikidata.org/prop/direct/P10012,NSW Parliament member ID,1
http://www.wikidata.org/prop/direct/P10052,Vokrug.tv person ID,1
http://www.wikidata.org/prop/direct/P10092,Bildatlas-Künstler-ID,1
http://www.wikidata.org/prop/direct/P10118,World of Shakespeare ID,1
http://www.wikidata.org/prop/direct/P10126,Enciclopedia d'arte italiana ID,1
http://www.wikidata.org/prop/direct/P10132,Saint Petersburg Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P10133,Russian Academy of Sciences person ID,1
http://www.wikidata.org/prop/direct/P10219,CNSflora ID,1
http://www.wikidata.org/prop/direct/P10256,AMPAS collections item ID,1
http://www.wikidata.org/prop/direct/P10278,Encyclopedia of Russian Jewry ID,1
http://www.wikidata.org/prop/direct/P10294,Grand Duchy of Lithuania encyclopedia ID,1
http://www.wikidata.org/prop/direct/P10291,Wikisimpsons article ID,1
http://www.wikidata.org/prop/direct/P10337,doollee.com playwright ID,1
http://www.wikidata.org/prop/direct/P10375,Boris Yeltsin Presidential Library ID,1
http://www.wikidata.org/prop/direct/P10677,Winterthur Glossar ID,1
http://www.wikidata.org/prop/direct/P10699,FamousFix topic ID,1
http://www.wikidata.org/prop/direct/P10842,IRFA ID,1
http://www.wikidata.org/prop/direct/P10861,Springer Nature person ID,1
http://www.wikidata.org/prop/direct/P10928,Archivio della ceramica person ID,1
http://www.wikidata.org/prop/direct/P11048,ZineWiki ID,1
http://www.wikidata.org/prop/direct/P11131,Undiscovered Scotland ID,1
http://www.wikidata.org/prop/direct/P11143,WikiProjectMed ID,1
http://www.wikidata.org/prop/direct/P11203,Musicsperlacobla composer ID,1
http://www.wikidata.org/prop/direct/P11271,African American Visual Artists Database ID,1
http://www.wikidata.org/prop/direct/P11407,Ozon person ID,1
http://www.wikidata.org/prop/direct/P11474,Ès lettres ID,1
http://www.wikidata.org/prop/direct/P11493,Biblissima authority ID,1
http://www.wikidata.org/prop/direct/P11628,Biographical Dictionary of Emigrants of Georgia ID,1
http://www.wikidata.org/prop/direct/P11646,Deutsche Synchronkartei person ID,1
http://www.wikidata.org/prop/direct/P11764,Britannica Kids students level article ID,1
http://www.wikidata.org/prop/direct/P11765,Britannica Kids scholars level article ID,1
http://www.wikidata.org/prop/direct/P11825,LiteraturPort autorenlexikon ID,1
http://www.wikidata.org/prop/direct/P11924,IMDb keyword,1
http://www.wikidata.org/prop/direct/P11977,Rostocker Matrikelportal ID,1
http://www.wikidata.org/prop/direct/P12126,HBL topic ID,1
http://www.wikidata.org/prop/direct/P12129,Encyklopedia Teatru Polskiego author ID,1
http://www.wikidata.org/prop/direct/P12140,Il Sole 24 Ore person ID,1
http://www.wikidata.org/prop/direct/P12137,Linked Open Data Comune Firenze ID,1
http://www.wikidata.org/prop/direct/P12169,Museo Nacional de Arte artist ID,1
http://www.wikidata.org/prop/direct/P12285,Team USA Hall of Fame ID,1
http://www.wikidata.org/prop/direct/P12349,NientePopCorn person ID,1
http://www.wikidata.org/prop/direct/P12383,Letterboxd director ID,1
http://www.wikidata.org/prop/direct/P12532,Oyez Project ID,1
http://www.wikidata.org/prop/direct/P12531,GARAE ID,1
http://www.wikidata.org/prop/direct/P12637,The Oxford Encyclopedia of Islam and Women ID,1
http://www.wikidata.org/prop/direct/P12701,Iconoteca dell'Accademia di architettura ID,1
http://www.wikidata.org/prop/direct/P12731,Archaeological investigations in Hungary ID,1
http://www.wikidata.org/prop/direct/P12842,OpenCitations Meta ID,1
http://www.wikidata.org/prop/direct/P12902,Women in Resistance ID,1
http://www.wikidata.org/prop/direct/P12910,Finnish Ministers database ID (new),1
http://www.wikidata.org/prop/direct/P13053,AniSearch person ID,1
http://www.wikidata.org/prop/direct/P13153,Bibliothèque du Séminaire de Tournai author ID,1
http://www.wikidata.org/prop/direct/P13200,Resistance in Belgium ID,1
http://www.wikidata.org/prop/direct/P13255,L'Humanité topic ID,1
http://www.wikidata.org/prop/direct/P13261,Mille ans de littérature d'oc author ID,1
http://www.wikidata.org/prop/direct/P13268,Finnish Olympic Committee athlete ID,1
http://www.wikidata.org/prop/direct/P13397,GitLab topic ID,1
http://www.wikidata.org/prop/direct/P13408,National Academy of Engineering member ID,1
